Condition,OriginalReadCode,CleansedReadCode,Term
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6260,B626000,Mast cell malignancy of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6264,B626400,Mast cell malignancy of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA430989,,Malignant mast cell tumour (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTSA732755,,Sarcoma of dendritic cells (accessory cells)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62A,B62A.00,Sarcoma of dendritic cells
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C37y0,C37y000,Hand - Schuller - Christian disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTSC314016,,Schuller-Christian syndrome
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHA314010,,Hand-Schuller-Christian disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHA314009,,Hand-Sch+â-+ller-Christian disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTSC314018,,Sch+â-+ller-Christian syndrome
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTCH314012,,Chronic disseminated histiocytosis X
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTGE314017,,Generalised histiocytosis of bones
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTGE314014,,Generalized histiocytosis of bones
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMU314019,,Multifocal and unisystemic Langerhans cell histiocytosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTCH314011,,Chronic differentiated progressive histiocytosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTCH314013,,Chronic histiocytosis X
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTCH314015,,Chronic idiopathic xanthomatosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C37yz-1,C37yz11,Histiocytosis X (chronic)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C37y5,C37y500,"Histiocytosis X , chronic"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTEO442125,,Eosinophilic granuloma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTEO442127,,Eosinophilic xanthomatous granuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62C,B62C.00,Unifocal Langerhans-cell histiocytosis
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLA442128,,"Langerhans cell histiocytosis, unifocal"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C37y1,C37y100,Eosinophilic granuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHI476061,,Histiocytosis X syndrome
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLA442124,,"Langerhans cell histiocytosis, unifocal (clinical)"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTTR417287,,True histiocytic lymphoma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6231,B623100,"Malignant histiocytosis of lymph nodes head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6235,B623500,Malignant histiocytosis of lymph nodes inguinal and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6234,B623400,Malignant histiocytosis of lymph nodes of axilla and arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHI417286,,Histiocytic sarcoma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62x6,B62x600,True histiocytic lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6236,B623600,Malignant histiocytosis of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6238,B623800,Malignant histiocytosis of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6237,B623700,Malignant histiocytosis of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62D,B62D.00,Histiocytic sarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6233,B623300,Malignant histiocytosis of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6232,B623200,Malignant histiocytosis of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6z-99,B6z..99,Lymphatic tissue Ca NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1272442,,Malignant neoplasm lymphatic or haematopoietic tissue NOS
